0,0,2.59262e+10,2.59262e+10,0,0,0,0
1,0,2.50774e+10,2.54754e+10,0,0,0,0
2,0,2.42461e+10,2.50283e+10,0,0,0,0
3,0,2.34324e+10,2.45848e+10,0,0,0,0
4,0,2.26361e+10,2.41452e+10,0,0,0,0
5,0,2.18571e+10,2.37094e+10,0,0,0,0
6,0,2.10954e+10,2.32776e+10,0,0,0,0
7,0,2.03507e+10,2.28499e+10,0,0,0,0
8,0,1.96231e+10,2.24263e+10,0,0,0,0
9,0,1.89123e+10,2.20071e+10,0,0,0,0
10,0,1.82184e+10,2.15921e+10,0,0,0,0
11,0,1.75411e+10,2.11817e+10,0,0,0,0
12,0,1.68803e+10,2.07758e+10,0,0,0,0
13,0,1.6236e+10,2.03745e+10,0,0,0,0
14,0,1.56079e+10,1.99781e+10,0,0,0,0
15,0,1.49959e+10,1.95865e+10,0,0,0,0
16,0,1.44e+10,1.92e+10,0,0,0,0
17,0,1.38199e+10,1.88186e+10,0,0,0,0
18,0,1.32555e+10,1.84424e+10,0,0,0,0
19,0,1.27066e+10,1.80716e+10,0,0,0,0
20,0,1.2173e+10,1.77062e+10,0,0,0,0
21,0,1.16546e+10,1.73464e+10,0,0,0,0
22,0,1.11513e+10,1.69924e+10,0,0,0,0
23,0,1.06627e+10,1.66442e+10,0,0,0,0
24,0,1.01887e+10,1.6302e+10,0,0,0,0
25,0,9.72919e+09,1.59659e+10,0,0,0,0
26,0,9.28385e+09,1.5636e+10,0,0,0,0
27,0,8.85249e+09,1.53124e+10,0,0,0,0
28,0,8.43489e+09,1.49954e+10,0,0,0,0
29,0,8.03081e+09,1.46849e+10,0,0,0,0
30,0,7.64003e+09,1.43812e+10,0,0,0,0
31,0,7.26229e+09,1.40844e+10,0,0,0,0
32,0,6.89734e+09,1.37947e+10,0,0,0,0
33,0,6.5449e+09,1.35121e+10,0,0,0,0
34,0,6.20472e+09,1.32367e+10,0,0,0,0
35,0,5.8765e+09,1.29688e+10,0,0,0,0
36,0,5.55996e+09,1.27085e+10,0,0,0,0
37,0,5.2548e+09,1.24558e+10,0,0,0,0
38,0,4.96071e+09,1.2211e+10,0,0,0,0
39,0,4.67738e+09,1.19741e+10,0,0,0,0
40,0,4.40449e+09,1.17453e+10,0,0,0,0
41,0,4.14169e+09,1.15247e+10,0,0,0,0
42,0,3.88865e+09,1.13124e+10,0,0,0,0
43,0,3.64502e+09,1.11086e+10,0,0,0,0
44,0,3.41044e+09,1.09134e+10,0,0,0,0
45,0,3.18455e+09,1.07269e+10,0,0,0,0
46,0,2.96695e+09,1.05492e+10,0,0,0,0
