0.000880229,0.00122302,0
0.00124568,0.00107138,0
0.00125576,0.000862766,0
0.00044368,0.00114346,0
0.000451463,0.00109955,0
0.000232446,0.000434331,0
0.000393151,0.00086323,0
0.00016974,0.000284731,0
0.0010183,0.00101964,0
0.000507383,0.0011047,0
9.0581e-05,0.000555234,0
0.000429574,0.001007,0
0.000718941,3.67691e-05,0
4.39565e-06,0.000291574,0
0.000851603,0.00103082,0
0.000487793,6.57692e-06,0
0.000792449,0.000859824,0
0.00124962,0.00122553,0
0.00119879,0.000886003,0
0.00113835,0.000248249,0
0.000291252,0.000950747,0
0.000931545,0.00047904,0
8.30406e-05,6.6938e-05,0
0.00112083,6.67182e-05,0
0.000985203,0.00058713,0
0.000928862,0.00114998,0
0.000211332,0.000385316,0
0.00048482,0.000400215,0
0.00112319,0.000271705,0
0.00124303,0.00102321,0
0.000958776,0.000202392,0
0.000450516,0.000650256,0
0.00122865,0.000965731,0
0.000345059,0.00127865,0
0.000501511,0.00086893,0
0.00112908,0.000180106,0
0.00067572,0.00126206,0
0.000711901,0.000618591,0
0.000428886,0.000429405,0
0.000778628,0.000625421,0
0.000754773,0.000609743,0
0.00124445,0.000881241,0
0.000540008,0.000562304,0
0.00125177,0.000553343,0
0.00123939,0.00116162,0
0.000235477,0.00102733,0
0.000139767,0.000751959,0
0.000725072,0.000736719,0
0.000650728,0.000664319,0
0.000512446,0.000847512,0
0.00122983,0.000210004,0
0.000245739,9.33865e-05,0
2.71632e-06,0.00117376,0
0.00030898,0.000964501,0
0.000193947,0.000103615,0
0.000937826,8.01005e-05,0
0.000516022,0.000643945,0
0.000857295,0.000347454,0
0.00120823,0.000655906,0
0.000374306,0.00111144,0
1.96406e-05,0.000196966,0
0.000910246,0.00010893,0
0.000337971,0.000103061,0
0.00120101,0.00068909,0
0.0006961,0.000819644,0
0.00121906,0.000660904,0
0.00025276,0.000645641,0
0.000120051,0.000978111,0
0.00100048,0.00043472,0
0.00040212,0.000552735,0
0.000179748,0.000235524,0
0.000587551,3.91485e-05,0
0.00114546,0.00107778,0
0.000278505,0.000250032,0
0.000524083,0.000873405,0
0.00100209,0.000663006,0
0.000862416,0.000348868,0
0.000902517,6.74678e-05,0
0.000343888,0.000581318,0
0.00112861,0.000311645,0
0.000584713,0.000890232,0
0.00119166,0.000124428,0
0.00121327,0.000208949,0
0.000477579,0.000484708,0
0.00126646,0.000614667,0
8.22227e-05,0.000369479,0
0.000450477,0.000901474,0
0.000816994,3.77609e-05,0
0.00110999,0.00121282,0
0.00054974,0.00120329,0
0.00012257,0.000176501,0
0.00125145,0.00083449,0
0.00120519,0.000902641,0
0.000933207,0.000623508,0
0.00110277,0.000104371,0
0.00104662,0.000361382,0
0.00118082,4.86381e-05,0
0.000846614,0.000769613,0
0.000816472,0.0010255,0
0.000684857,0.000245423,0
0.000670617,0.000234853,0
4.21448e-05,0.00121148,0
0.000797669,0.000912756,0
0.000564281,0.000429859,0
0.00103707,0.000397999,0
0.000681787,0.000452762,0
0.000205146,0.00119044,0
0.000821914,0.00102664,0
0.000137633,0.000497367,0
0.000958342,0.000611507,0
0.000746488,0.000497709,0
0.000171598,0.000637907,0
0.000622973,0.000996081,0
0.000948919,0.00101455,0
0.000176925,0.0010026,0
0.000108697,0.00124756,0
0.000837236,0.000642287,0
0.000866609,0.000456903,0
0.000727483,0.000942888,0
0.00072708,9.15381e-05,0
0.000491018,0.000803572,0
0.000808899,0.000536787,0
0.000136412,0.000121278,0
0.000630173,0.0010113,0
0.000550124,0.000206122,0
0.000726488,0.000157506,0
0.000991079,0.00095289,0
0.000409142,0.000548689,0
0.000270493,3.20851e-05,0
7.26461e-05,0.000940156,0
0.00125186,0.000924856,0
0.000350826,0.000554978,0
0.000925218,0.000792088,0
0.00116766,0.000201572,0
0.000785958,0.000743315,0
0.000272424,0.000884094,0
0.000354008,0.000510994,0
0.00079333,0.000525882,0
0.00106365,0.000426325,0
0.00055487,0.00109755,0
0.000510464,9.81244e-05,0
0.000249984,0.00037552,0
0.000735801,0.000348821,0
0.000617176,1.17545e-05,0
0.00116632,0.00087556,0
0.000238768,0.000960663,0
0.000191818,0.00111054,0
0.00111108,0.000179493,0
5.68911e-05,0.00039814,0
8.05252e-05,0.0001364,0
0.000685656,0.000544936,0
0.000430483,0.00126019,0
0.00107902,0.000974711,0
8.7582e-05,0.00124755,0
